column_name,column_type,dataset_count,example_datasets,definition,data_steward,status
RPA 2A - Coupon File,STRING,21,[DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data | [DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data | [DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data,"Coupon creative filename for rotation 2, slot A in the RPA",,draft
RPA 2B - Coupon File,STRING,21,[DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data | [DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data | [DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data,"Coupon creative filename for rotation 2, slot B in the RPA",,draft
RPA 2C - Coupon File,STRING,21,[DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data | [DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data | [DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data,"Coupon creative filename for rotation 2, slot C in the RPA",,draft
retailer,STRING,21,[TEMP] Vegas - Paid Ads Dataframe | [TEMP] Vegas - RPAs | [TEST] [VEGAS] RPA Header DF,"Name of the gas station retail chain (e.g., Shell, BP, Circle K, Chevron)",,draft
Spend Rate,DOUBLE,21,[TEST] Pluto - All Revenue and Diagnostics - Py | All GSTV - Diagnostic Insights - 2023/2024/2025 | All GSTV - Programmatic Perfomance - 2023/2024/2025,[Vistar] Ratio of spent spots to leased spots,,confluence
Expiration Rate,DOUBLE,21,[TEST] Pluto - All Revenue and Diagnostics - Py | All GSTV - Diagnostic Insights - 2023/2024/2025 | All GSTV - Programmatic Perfomance - 2023/2024/2025,[Vistar] Ratio of expired spots to total booked spots,,confluence
START_DATE,DATE,21,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,"Start date for the campaign, flight, or scheduled period",,draft
END_DATE,DATE,21,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,"End date for the campaign, flight, or scheduled period",,draft
PURCHASED_IMPRESSIONS,DOUBLE,21,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,[SF: Opportunity] Total impressions purchased (excludes tags),Salesforce,salesforce
BONUS_IMPRESSIONS,DOUBLE,21,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,[SF: Opportunity] Bonused media or content impressions,Salesforce,salesforce
NET_IMPRESSIONS,DOUBLE,21,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,[SF: Opportunity] Total impressions purchased and bonused (excludes tags),Salesforce,salesforce
ASSET_LIST,STRING,21,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,Comma-separated list of creative asset IDs or names scheduled for the site/slot,,draft
Retailer.Account Name,STRING,21,Active + Temp Retailer Sites Grouped | Campaign Management - Sites | hackathon_cleaned_sites.csv,Display name of the Retailer.Account,,draft
venue.address,STRING,21,BoradSign Site List | Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive,[PlaceExchange] Street address of the DOOH venue,,draft
Revenue Share Payment,DOUBLE,21,Copy Revenue Share - Verifone - Invoice | Kwik Trip Revenue Share | Revenue Share - Gilbarco - Invoice,Calculated revenue share payment amount owed to the retailer,,draft
auction.bidfloorcur,STRING,21,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] Currency code for the bid floor price (typically USD),,draft
measurement.imp_four_week,DOUBLE,21,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] Four-week rolling average of measured impressions at the venue,,draft
network_name,STRING,21,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,"[PlaceExchange] Display name of the DOOH network (e.g., GSTV, Gilbarco)",,draft
private_auction,STRING,21,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] Boolean indicating whether the inventory is available only via private marketplace deals,,draft
Month,STRING,20, Project Krypton - Transaction Comparison To Retailer Data | Market Plan Inputs - 2022 April.xlsx | Market Plan Inputs - 2022 December.xlsx,Calendar month associated with the record,,draft
Net Effective CPS,DOUBLE,20,[DEV] - Ad Ops - Programmatic Campaign Tracking | [DEV] Ad Ops - Programmatic Opportunity Tracking | Combined for POP ,[SF: Opportunity] Net effective CPM divided by spot length,Salesforce,salesforce
Planning Agency ID 18,STRING,20,[DEV] - Ad Ops - Programmatic Campaign Tracking | [DEV] Ad Ops - Programmatic Opportunity Tracking | Combined for POP ,[SF: Opportunity] Unique identifier for the planning agency on this opportunity,Salesforce,salesforce
Fill Rate,DOUBLE,20,[TEST] Pluto - All Revenue and Diagnostics - Py | All GSTV - Diagnostic Insights - 2023/2024/2025 | All GSTV - Programmatic Perfomance - 2023/2024/2025,[Vistar] Percentage of available impressions filled with ads,,confluence
Half,STRING,20,Booked and Pipeline History | Formula Test | formula test,Half-year period indicator (H1 or H2),,draft
latitude,DOUBLE,20,BoradSign Site List | Magnite SSP Site List | Magnite SSP Site List,[Magnite] Geographic latitude coordinate of the site location,,draft
longitude,DOUBLE,20,BoradSign Site List | Magnite SSP Site List | Magnite SSP Site List,[Magnite] Geographic longitude coordinate of the site location,,draft
DMA.DMA Name,STRING,20,Campaign Delivery - Production | Campaign Management - Sites | DMAs by Status,Display name of the DMA.DMA,,draft
Fuel Brand,STRING,20,DanJ's View of IOTV Full Status Report | Fast Sites Health Dataset | Full Status Report - Wayne,"[GBase] Brand of fuel sold at the station (e.g., Shell, BP, Exxon, unbranded)",,draft
ID_NETWORK_DESIGNATED,STRING,20,Dover DXPromote Hourly Pop By Day and Terminal With Site Information | Finance - Network Validated Impressions - Modified - includes Hardware Type | Gilbarco Applause Sites Health Dashboard,[SF: Site__c] ID — Network Designated (ID_Network_Designated__c),Salesforce,salesforce
ID Gbase,STRING,20,Duplicate Test | Formula Hour Test | Formula Test,[SF: Account/DMA__c/Site__c] This is the GBase ID that is related to this account,Salesforce,salesforce
adunit_name,STRING,20,Gilbarco - Place Exchange - Cleaned | Place Exchange - Gilbarco | Place Exchange Inventorty - Gilbarco,[PlaceExchange] Name of the ad unit within the Place Exchange inventory,,draft
ad_formats,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,"[PlaceExchange] Supported ad formats for the inventory unit (e.g., video, banner, audio)",,draft
aspect_ratios,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] List of supported aspect ratios for the inventory unit,,draft
asset.aspect_ratio,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,"[PlaceExchange] Aspect ratio of the DOOH screen (e.g., 16:9, 9:16)",,draft
asset.capability.banner,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] Boolean indicating whether the screen supports banner ad format,,draft
asset.capability.video,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] Boolean indicating whether the screen supports video ad format,,draft
asset.image_url,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] URL of the screen/venue image in Place Exchange inventory,,draft
asset.mimes,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,"[PlaceExchange] Supported MIME types for creative assets (e.g., video/mp4, image/jpeg)",,draft
asset.name,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] Display name of the screen/asset in Place Exchange inventory,,draft
asset.type,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,"[PlaceExchange] Type classification of the screen asset (e.g., screen, digital sign)",,draft
location.city,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] City where the DOOH screen/venue is located (Place Exchange inventory),,draft
location.country,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] Country code where the DOOH screen/venue is located (Place Exchange inventory),,draft
location.dma,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] DMA (Designated Market Area) of the DOOH venue (Place Exchange inventory),,draft
location.lat,DOUBLE,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] Latitude coordinate of the DOOH venue (Place Exchange inventory),,draft
location.lon,DOUBLE,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] Longitude coordinate of the DOOH venue (Place Exchange inventory),,draft
location.method,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,"[PlaceExchange] Method used to determine venue location (e.g., GPS, user-provided) per OpenRTB spec",,draft
location.region,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] State/region code of the DOOH venue (Place Exchange inventory),,draft
location.zip,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] ZIP/postal code of the DOOH venue (Place Exchange inventory),,draft
measurement.provider,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] Third-party measurement provider for impression verification,,draft
planning.rate_cur,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] Currency for the planning rate (Place Exchange inventory),,draft
venue.name,STRING,20,Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive | Place Exchange - Gilbarco,[PlaceExchange] Display name of the venue in Place Exchange inventory,,draft
People 18+,DOUBLE,20,Market Plan - Site List - Assembled | Market Plan - Site List-Snapshot | Market Plan Comparison,Estimated population aged 18 and older in the site's market area,,draft
GSTV Fixed Fee %,DOUBLE,19,# Sites with RPA Creatives | Assembler Sites with Duplicate Partition Keys | Campaign Management - Sites,[Vistar] Percentage value for GSTV Fixed Fee,,draft
GSTV Fixed Fee $,DOUBLE,19,# Sites with RPA Creatives | Assembler Sites with Duplicate Partition Keys | Campaign Management - Sites,[SF: Site__c] GSTV Fixed Fee $ (GSTV_Fixed_Fee_Amount__c),Salesforce,salesforce
Retailer Fixed Fee %,DOUBLE,19,# Sites with RPA Creatives | Assembler Sites with Duplicate Partition Keys | Campaign Management - Sites,[Vistar] Percentage value for Retailer Fixed Fee,,draft
Retailer Fixed Fee $,DOUBLE,19,# Sites with RPA Creatives | Assembler Sites with Duplicate Partition Keys | Campaign Management - Sites,[SF: Site__c] Retailer Fixed Fee $ (Retailer_Fixed_Fee_Amount__c),Salesforce,salesforce
Sellable-Direct-Plan,STRING,19,# Sites with RPA Creatives | Assembler Sites with Duplicate Partition Keys | Campaign Management - Sites,[SF: Site__c] Sellable-Direct-Plan (Sellable_Direct_Plan__c),Salesforce,salesforce
Sellable-Direct-Revision,STRING,19,# Sites with RPA Creatives | Assembler Sites with Duplicate Partition Keys | Campaign Management - Sites,[SF: Site__c] Sellable-Direct-Revision (Sellable_Direct_Revision__c),Salesforce,salesforce
Sellable-Programmatic-Plan,STRING,19,# Sites with RPA Creatives | Assembler Sites with Duplicate Partition Keys | Campaign Management - Sites,[SF: Site__c] Sellable-Programmatic-Plan (Sellable_Programmatic_Plan__c),Salesforce,salesforce
Sellable-Programmatic-Revision,STRING,19,# Sites with RPA Creatives | Assembler Sites with Duplicate Partition Keys | Campaign Management - Sites,[SF: Site__c] Sellable-Programmatic-Revision (Sellable_Programmatic_Revision__c),Salesforce,salesforce
start_date,STRING,19,[TEMP] Vegas - RPAs | Gilbarco - Place Exchange - Cleaned | Inventory - Place Exchange Sites to Set to Inactive,[PlaceExchange] Start date for the inventory availability or campaign flight,,draft
BRAND_C_STORE,STRING,19,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Reporting - Campaign Validated Impressions - Filterable by IO | Campaign Validated Impressions - Base Data Set,[SF: Site__c] Brand — C-Store (Brand_C_Store__c),Salesforce,salesforce
CVI_HOUR_00,DOUBLE,19,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,"Campaign Validated Impressions count for hour 0 (midnight = 00, noon = 12). CVI measures confirmed ad plays at sites with verified transactions",,draft
CVI_HOUR_01,DOUBLE,19,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,"Campaign Validated Impressions count for hour 1 (midnight = 00, noon = 12). CVI measures confirmed ad plays at sites with verified transactions",,draft
CVI_HOUR_02,DOUBLE,19,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,"Campaign Validated Impressions count for hour 2 (midnight = 00, noon = 12). CVI measures confirmed ad plays at sites with verified transactions",,draft
